state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_ND,enrollmetric,pp_stloc_raw_ND,pp_fed_raw_ND,pp_total_raw_ND,schoolstloc_raw_ND,schoolfed_raw_ND,schooltot_raw_ND,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
ND,2018-2019,27002,3151,Alexander Public School District,Alexander Elementary School,3801760,3801760,35502780100000.0,380176000003,172.0,PK-06,2.0,146,September Count,10875.77,297.22,11172.99,1587862.42,43394.12,1631256.54,14718.27515,0,0,0,0,0,0,0
ND,2018-2019,27002,3153,Alexander Public School District,Alexander High School,3801760,3801760,35502780100000.0,380176000004,96.0,07-12,4.0,96,September Count,10875.77,297.22,11172.99,1044073.92,28533.12,1072607.04,14718.27515,1,1,1,1,1,0,0
ND,2018-2019,25014,3891,Anamoose Public School District,Anamoose Elementary School,3801950,3801950,35502500100000.0,380195000007,85.0,PK-06,2.0,85,September Count,12913.78,2006.68,14920.47,1097671.3,170567.8,1268239.95,18047.05882,0,0,0,0,0,0,0
ND,2018-2019,8039,4861,Apple Creek Public School District,Apple Creek Elementary School,3802014,3802014,35500800100000.0,380201400012,52.0,PK-06,2.0,52,September Count,14453.46,45.82,14499.28,751579.919999999,2382.64,753962.56,13846.15385,0,0,0,0,0,0,0
ND,2018-2019,26009,5391,Ashley Public School District,Ashley Elementary School,3802170,3802170,35502600300000.0,380217000013,73.0,PK-06,2.0,69,September Count,12709.56,463.64,13173.21,876959.64,31991.16,908951.49,16466.3835,0,0,0,0,0,0,0
ND,2018-2019,26009,5393,Ashley Public School District,Ashley High School,3802170,3802170,35502600300000.0,380217000014,70.0,07-12,4.0,70,September Count,12709.56,463.64,13173.21,889669.2,32454.8,922124.7,16466.3835,1,1,1,1,1,0,0
ND,2018-2019,15010,7721,Bakker Public School District,Bakker Elementary School,3802240,3802240,35501500100000.0,380224000016,11.0,KG-08,3.0,11,September Count,23065.44,0,23065.44,253719.84,0,253719.84,27090.90909,0,0,0,0,0,0,0
ND,2018-2019,2007,94631,Barnes County North Public School District,Barnes County North Elementary School,3800060,3800060,35500210100000.0,380006000701,179.0,PK-08,3.0,153,September Count,10624.62,382.25,11006.87,1625566.86,58484.25,1684051.11,15122.84538,1,1,1,1,1,0,0
ND,2018-2019,2007,94633,Barnes County North Public School District,Barnes County North High School,3800060,3800060,35500210100000.0,380006000702,82.0,09-12,4.0,82,September Count,10624.62,382.25,11006.87,871218.84,31344.5,902563.34,15122.84538,1,1,1,1,1,0,0
ND,2018-2019,17003,8503,Beach Public School District,Beach High School,3802380,3802380,35501700100000.0,380238000023,143.0,07-12,4.0,143,September Count,15458.37,0,15458.37,2210546.91,0,2210546.91,19986.02542,1,1,1,1,1,0,0
ND,2018-2019,17003,52781,Beach Public School District,Lincoln Elementary School,3802380,3802380,35501700100000.0,380238000024,141.0,PK-06,2.0,123,September Count,13053.65,0,13053.65,1605598.95,0,1605598.95,17581.30542,1,1,1,1,1,0,0
ND,2018-2019,40007,84611,Belcourt Public School District,TINY TURTLES PRESCHOOL,3802530,3802530,35504070100000.0,380253000856,32.0,PK-PK,1.0,32,September Count,4446,25064,29510,142272,802048,944320,32344.52552,0,0,0,0,0,0,0
ND,2018-2019,40007,85651,Belcourt Public School District,Turtle Mountain Community Elementary School,3802530,3802530,35504070100000.0,380253000750,,PK-05,2.0,690,September Count,8532.89,7470.1,16002.99,5887694.1,5154369,11042063.1,18837.51552,1,1,1,1,1,0,0
ND,2018-2019,40007,85673,Belcourt Public School District,Turtle Mountain Community High School,3802530,3802530,35504070100000.0,380253000752,,09-12,4.0,536,September Count,3823.21,10042.5,13865.71,2049240.56,5382780,7432020.56,16700.23552,1,1,1,1,1,0,0
ND,2018-2019,40007,85662,Belcourt Public School District,Turtle Mountain Community Middle School,3802530,3802530,35504070100000.0,380253000751,,06-08,3.0,394,September Count,6001.9,2682.83,8684.74,2364748.59999999,1057035.02,3421787.56,11519.26552,1,1,1,1,1,0,0
ND,2018-2019,45013,8841,Belfield Public School District,Belfield Elementary School,3806210,3806210,35504500700000.0,380621000180,150.0,PK-06,2.0,127,September Count,12164.67,362.72,12527.39,1544913.09,46065.44,1590978.53,15753.53058,1,1,1,1,1,0,0
ND,2018-2019,45013,8843,Belfield Public School District,Belfield High School,3806210,3806210,35504500700000.0,380621000181,106.0,07-12,4.0,106,September Count,12164.67,362.72,12527.39,1289455.02,38448.32,1327903.33999999,15753.53058,0,0,0,0,0,0,0
ND,2018-2019,29027,9281,Beulah Public School District,Beulah Elementary School,3800032,3800032,35502900400000.0,380003200031,297.0,PK-04,2.0,282,September Count,10568.93,639.54,11208.48,2980438.26,180350.28,3160791.36,13592.69465,1,0,1,0,0,0,0
ND,2018-2019,29027,9243,Beulah Public School District,Beulah High School,3800032,3800032,35502900400000.0,380003200032,218.0,09-12,4.0,218,September Count,9421.83,0,9421.83,2053958.94,0,2053958.94,11806.04465,1,0,1,0,0,0,0
ND,2018-2019,29027,9262,Beulah Public School District,Beulah Middle School,3800032,3800032,35502900400000.0,380003200738,222.0,05-08,3.0,222,September Count,6874.25,0,6874.25,1526083.5,0,1526083.5,9258.464654,1,0,1,0,0,0,0
ND,2018-2019,4001,17801,Billings Co Public School District,Demores Elementary School,3802840,3802840,35500401200000.0,380284000033,46.0,PK-08,3.0,36,September Count,26033.71,128.64,26162.35,937213.559999999,4631.03999999999,941844.6,33499.52435,1,0,1,0,0,0,0
ND,2018-2019,4001,71721,Billings Co Public School District,Prairie Elementary School,3802840,3802840,35500401200000.0,380284000816,39.0,PK-08,3.0,38,September Count,25331.78,128.64,25460.41,962607.639999999,4888.32,967495.58,32797.58435,1,0,1,0,0,0,0
ND,2018-2019,8001,91601,Bismarck Public School District,BECEP CENTER,3800014,3800014,35500800500000.0,380001400044,249.0,PK-KG,1.0,249,September Count,21247,9064,30311,5290503,2256936,7547439,31523.72912,0,0,0,0,0,0,0
ND,2018-2019,8001,9703,Bismarck Public School District,Bismarck High School,3800014,3800014,35500800500000.0,380001400045,1191.0,09-12,4.0,1191,September Count,10172.48,434.95,10607.43,12115423.68,518025.45,12633449.13,11820.15912,1,0,1,0,0,0,0
ND,2018-2019,8001,13481,Bismarck Public School District,Centennial Elementary School,3800014,3800014,35500800500000.0,380001400821,436.0,KG-05,2.0,436,September Count,10545.26,433.41,10978.67,4597733.36,188966.76,4786700.12,12191.39912,1,0,1,0,0,0,0
ND,2018-2019,8001,13653,Bismarck Public School District,Century High School,3800014,3800014,35500800500000.0,380001400047,1257.0,09-12,4.0,1257,September Count,10051.09,444.61,10495.69,12634220.13,558874.77,13193082.33,11708.41912,1,0,1,0,0,0,0
ND,2018-2019,8001,18971,Bismarck Public School District,Dorothy Moses Elementary School,3800014,3800014,35500800500000.0,380001400048,369.0,KG-05,2.0,369,September Count,11356.58,1740.55,13097.13,4190578.02,642262.95,4832840.97,14309.85912,1,0,1,0,0,0,0
ND,2018-2019,8001,32821,Bismarck Public School District,Grimsrud Elementary School,3800014,3800014,35500800500000.0,380001400049,254.0,KG-05,2.0,254,September Count,10244.53,930.65,11175.18,2602110.62,236385.1,2838495.72,12387.90912,1,0,1,0,0,0,0
ND,2018-2019,8001,36121,Bismarck Public School District,Highland Acres Elementary School,3800014,3800014,35500800500000.0,380001400050,172.0,KG-05,2.0,172,September Count,11199.51,433.41,11632.92,1926315.72,74546.52,2000862.24,12845.64912,1,0,1,0,0,0,0
ND,2018-2019,8001,37952,Bismarck Public School District,Horizon Middle School,3800014,3800014,35500800500000.0,380001400051,1084.0,06-08,3.0,1084,September Count,9137.3,437.65,9574.94,9904833.2,474412.6,10379234.96,10787.66912,1,0,1,0,0,0,0
ND,2018-2019,8001,45801,Bismarck Public School District,Jeannette Myhre Elementary School,3800014,3800014,35500800500000.0,380001400052,273.0,KG-05,2.0,273,September Count,10825.77,2320.53,13146.31,2955435.21,633504.69,3588942.63,14359.03912,1,0,1,0,0,0,0
ND,2018-2019,8001,51993,Bismarck Public School District,Legacy High School,3800014,3800014,35500800500000.0,380001400866,1245.0,09-12,4.0,1245,September Count,9758.54,435.03,10193.57,12149382.3,541612.35,12690994.65,11406.29912,1,0,1,0,0,0,0
ND,2018-2019,8001,52551,Bismarck Public School District,Liberty Elementary School,3800014,3800014,35500800500000.0,380001400865,614.0,KG-05,2.0,614,September Count,9595.87,433.41,10029.28,5891864.18,266113.74,6157977.92,11242.00912,1,0,1,0,0,0,0
ND,2018-2019,8001,52861,Bismarck Public School District,Lincoln Elementary School,3800014,3800014,35500800500000.0,380001400864,631.0,KG-05,2.0,631,September Count,9329.54,433.41,9762.94,5886939.74,273481.71,6160415.14,10975.66912,1,0,1,0,0,0,0
ND,2018-2019,8001,61321,Bismarck Public School District,Northridge Elementary School,3800014,3800014,35500800500000.0,380001400053,435.0,KG-05,2.0,435,September Count,10223.88,1220.62,11444.5,4447387.8,530969.7,4978357.5,12657.22912,1,0,1,0,0,0,0
ND,2018-2019,8001,70901,Bismarck Public School District,Pioneer Elementary School,3800014,3800014,35500800500000.0,380001400054,278.0,KG-05,2.0,278,September Count,10337.51,1337.02,11674.53,2873827.78,371691.56,3245519.34,12887.25912,1,0,1,0,0,0,0
ND,2018-2019,8001,52761,Bismarck Public School District,Prairie Rose Elementary School,3800014,3800014,35500800500000.0,380001400810,146.0,KG-05,2.0,146,September Count,11241.87,433.41,11675.27,1641313.02,63277.86,1704589.42,12887.99912,1,0,1,0,0,0,0
ND,2018-2019,8001,74721,Bismarck Public School District,Rita Murphy Elementary School,3800014,3800014,35500800500000.0,380001400056,612.0,KG-05,2.0,612,September Count,9700.48,433.41,10133.89,5936693.76,265246.92,6201940.68,11346.61912,1,0,1,0,0,0,0
ND,2018-2019,8001,61291,Bismarck Public School District,Robert Place Miller Elementary School,3800014,3800014,35500800500000.0,380001400727,355.0,KG-05,2.0,355,September Count,11455.17,1169.75,12624.92,4066585.35,415261.25,4481846.6,13837.64912,1,0,1,0,0,0,0
ND,2018-2019,8001,75611,Bismarck Public School District,Roosevelt Elementary School,3800014,3800014,35500800500000.0,380001400058,116.0,KG-05,2.0,116,September Count,12334.95,1169.97,13504.91,1430854.2,135716.52,1566569.56,14717.63912,1,0,1,0,0,0,0
ND,2018-2019,8001,79002,Bismarck Public School District,Simle Middle School,3800014,3800014,35500800500000.0,380001400060,1045.0,06-08,3.0,1045,September Count,9217.28,439.16,9656.43,9632057.6,458922.2,10090969.35,10869.15912,1,0,1,0,0,0,0
ND,2018-2019,8001,80503,Bismarck Public School District,South Central Alternative High School,3800014,3800014,35500800500000.0,380001400739,101.0,09-12,4.0,101,September Count,14541.38,433.41,14974.78,1468679.38,43774.41,1512452.78,16187.50912,1,0,1,0,0,0,0
ND,2018-2019,8001,82631,Bismarck Public School District,Sunrise Elementary School,3800014,3800014,35500800500000.0,380001400850,629.0,KG-05,2.0,629,September Count,9663.52,433.41,10096.93,6078354.08,272614.89,6350968.97,11309.65912,1,0,1,0,0,0,0
ND,2018-2019,8001,80381,Bismarck Public School District,Victor Solheim Elementary School,3800014,3800014,35500800500000.0,380001400811,546.0,KG-05,2.0,546,September Count,9753.13,433.41,10186.54,5325208.97999999,236641.86,5561850.84,11399.26912,1,0,1,0,0,0,0
ND,2018-2019,8001,91632,Bismarck Public School District,Wachter Middle School,3800014,3800014,35500800500000.0,380001400061,941.0,06-08,3.0,941,September Count,9910.46,491.91,10402.37,9325742.86,462887.31,9788630.17,11615.09912,1,0,1,0,0,0,0
ND,2018-2019,8001,94141,Bismarck Public School District,Will-Moore Elementary School,3800014,3800014,35500800500000.0,380001400062,218.0,KG-05,2.0,218,September Count,12591.38,1720.23,14311.61,2744920.84,375010.14,3119930.98,15524.33912,1,0,1,0,0,0,0
ND,2018-2019,5001,10351,Bottineau Public School District,Bottineau Elementary School,3803060,3803060,35500500300000.0,380306000067,379.0,PK-06,2.0,376,September Count,8549.3,138.59,8687.9,3214536.8,52109.84,3266650.4,10781.59771,1,0,1,0,0,0,0
ND,2018-2019,5001,10333,Bottineau Public School District,Bottineau Junior-Senior High School,3803060,3803060,35500500300000.0,380306000068,279.0,07-12,4.0,279,September Count,13407.06,1369.63,14776.69,3740569.73999999,382126.77,4122696.51,16870.38771,1,0,1,0,0,0,0
ND,2018-2019,7014,10371,Bowbells Public School District,Bowbells Elementary School,3803090,3803090,35500700300000.0,380309000069,53.0,PK-06,2.0,52,September Count,16810.32,626.4,17436.72,874136.64,32572.8,906709.44,21170.08506,1,0,1,0,0,0,0
ND,2018-2019,7014,10373,Bowbells Public School District,Bowbells High School,3803090,3803090,35500700300000.0,380309000070,26.0,07-12,4.0,26,September Count,16810.32,626.4,17436.72,437068.32,16286.4,453354.72,21170.08506,1,0,1,0,0,0,0
ND,2018-2019,6001,10431,Bowman Co Public School District,Bowman Co Elementary School,3803200,3803200,35500690100000.0,380320000074,234.0,PK-06,2.0,225,September Count,13218.4,233.55,13451.96,2974140,52548.75,3026691,14711.32362,1,0,1,0,0,0,0
ND,2018-2019,6001,10433,Bowman Co Public School District,Bowman Co High School,3803200,3803200,35500690100000.0,380320000075,203.0,07-12,4.0,203,September Count,13218.4,233.55,13451.96,2683335.19999999,47410.65,2730747.88,14711.32362,1,0,1,0,0,0,0
ND,2018-2019,6001,74211,Bowman Co Public School District,Rhame Elementary School,3803200,3803200,35500690100000.0,380320000548,43.0,KG-06,2.0,43,September Count,12827.71,220.34,13048.06,551591.529999999,9474.62,561066.58,14307.42363,1,0,1,0,0,0,0
ND,2018-2019,7036,52621,Burke Central Public School District,Burke Central Elementary School,3803590,3803590,35500701400000.0,380359000080,46.0,PK-06,2.0,43,September Count,21858.65,1244.28,23102.93,939921.95,53504.04,993425.99,27168.33871,1,0,1,0,0,0,0
ND,2018-2019,7036,52623,Burke Central Public School District,Burke Central High School,3803590,3803590,35500701400000.0,380359000082,39.0,07-12,4.0,39,September Count,21858.65,1244.28,23102.93,852487.35,48526.92,901014.27,27168.33871,1,0,1,0,0,0,0
ND,2018-2019,16049,13031,Carrington Public School District,Carrington Elementary School,3800053,3800053,35501600500000.0,380005300087,270.0,PK-06,2.0,263,September Count,9787.21,508.19,10295.4,2574036.23,133653.97,2707690.19999999,12557.6932,1,0,1,0,0,0,0
ND,2018-2019,16049,13043,Carrington Public School District,Carrington High School,3800053,3800053,35501600500000.0,380005300088,230.0,07-12,4.0,230,September Count,11173.56,66.29,11239.84,2569918.8,15246.7,2585163.2,13502.1332,1,0,1,0,0,0,0
ND,2018-2019,34006,13231,Cavalier Public School District,Cavalier Elementary School,3800018,3800018,35503401200000.0,380001800094,223.0,PK-05,2.0,188,September Count,9307.21,247.72,9554.93,1749755.47999999,46571.36,1796326.84,12232.62053,1,0,1,0,0,0,0
ND,2018-2019,34006,13233,Cavalier Public School District,Cavalier High School,3800018,3800018,35503401200000.0,380001800089,213.0,06-12,4.0,213,September Count,9307.21,247.72,9554.93,1982435.72999999,52764.36,2035200.09,12232.62053,1,0,1,0,0,0,0
ND,2018-2019,33001,13501,Center-Stanton Public School District,Center-Stanton Elementary School,3800052,3800052,35503301600000.0,380005200096,142.0,PK-06,2.0,124,September Count,12041.32,822.2,12863.53,1493123.68,101952.8,1595077.72,16567.25016,1,0,1,0,0,0,0
ND,2018-2019,33001,13503,Center-Stanton Public School District,Center-Stanton High School,3800052,3800052,35503301600000.0,380005200097,104.0,07-12,4.0,104,September Count,12041.32,822.2,12863.53,1252297.28,85508.8,1337807.12,16567.25016,1,0,1,0,0,0,0
ND,2018-2019,9017,13541,Central Cass Public School District,Central Cass Elementary School,3804090,3804090,35500901000000.0,380409000099,467.0,PK-05,2.0,455,September Count,8523.81,207.46,8731.26,3878333.55,94394.3,3972723.3,10104.68266,1,0,1,0,0,0,0
ND,2018-2019,9017,13543,Central Cass Public School District,Central Cass High School,3804090,3804090,35500901000000.0,380409000100,246.0,09-12,4.0,246,September Count,8523.81,207.46,8731.26,2096857.25999999,51035.16,2147889.96,10104.68266,1,0,1,0,0,0,0
ND,2018-2019,9017,13542,Central Cass Public School District,Central Cass Middle School,3804090,3804090,35500901000000.0,380409000163,227.0,06-08,3.0,227,September Count,8523.81,207.46,8731.26,1934904.86999999,47093.42,1981996.02,10104.68266,1,0,1,0,0,0,0
ND,2018-2019,49003,13691,Central Valley Public School District,Central Valley Elementary School,3804140,3804140,35504900700000.0,380414000103,129.0,PK-06,2.0,111,September Count,11384.92,304.37,11689.28,1263726.12,33785.07,1297510.08,14754.40311,1,0,1,0,0,0,0
ND,2018-2019,49003,13693,Central Valley Public School District,Central Valley High School,3804140,3804140,35504900700000.0,380414000104,77.0,07-12,4.0,77,September Count,11384.92,304.37,11689.28,876638.84,23436.49,900074.56,14754.40311,1,0,1,0,0,0,0
ND,2018-2019,32001,56411,Dakota Prairie Public School District,Dakota Prairie Elementary School,3800040,3800040,35503202200000.0,380004000416,164.0,PK-06,2.0,135,September Count,12016.28,1031.11,13047.4,1622197.8,139199.849999999,1761399,17670.12324,1,0,1,0,0,0,0
ND,2018-2019,32001,88263,Dakota Prairie Public School District,Dakota Prairie High School,3800040,3800040,35503202200000.0,380004000649,132.0,07-12,4.0,132,September Count,14024.81,0,14024.81,1851274.92,0,1851274.92,18647.53324,1,0,1,0,0,0,0
ND,2018-2019,36001,18332,Devils Lake Public School District,Central Middle School,3805040,3805040,35503601100000.0,380504000127,525.0,05-08,3.0,525,September Count,10113.95,489.89,10603.84,5309823.75,257192.25,5567016,12695.66441,1,0,1,0,0,0,0
ND,2018-2019,36001,18293,Devils Lake Public School District,Devils Lake High School,3805040,3805040,35503601100000.0,380504000126,479.0,09-12,4.0,479,September Count,12752.39,880.62,13633,6108394.81,421816.98,6530207,15724.82441,1,0,1,0,0,0,0
ND,2018-2019,36001,57431,Devils Lake Public School District,Minnie H Kindergarten Center,3805040,3805040,35503601100000.0,380504000128,182.0,PK-KG,1.0,140,September Count,8488.35,1080.72,9569.06,1188369,151300.8,1339668.4,11660.88441,1,0,1,0,0,0,0
ND,2018-2019,36001,71781,Devils Lake Public School District,Prairie View Elementary School,3805040,3805040,35503601100000.0,380504000129,272.0,01-04,2.0,272,September Count,10262.6,2229.01,12491.61,2791427.2,606290.72,3397717.92,14583.43441,1,0,1,0,0,0,0
ND,2018-2019,36001,82801,Devils Lake Public School District,Sweetwater Elementary School,3805040,3805040,35503601100000.0,380504000130,252.0,01-04,2.0,252,September Count,9911.01,1873.99,11785,2497574.52,472245.48,2969820,13876.82441,1,0,1,0,0,0,0
ND,2018-2019,45001,18453,Dickinson Public School District,Dickinson High School,3800038,3800038,35504500600000.0,380003800132,1006.0,09-12,4.0,1006,September Count,10538.32,409.04,10947.36,10601549.92,411494.24,11013044.16,12326.13226,1,0,1,0,0,0,0
ND,2018-2019,45001,18482,Dickinson Public School District,Dickinson Middle School,3800038,3800038,35504500600000.0,380003800887,846.0,06-08,3.0,846,September Count,10405.75,545.35,10951.11,8803264.5,461366.1,9264639.06,12329.88226,1,0,1,0,0,0,0
ND,2018-2019,45001,20991,Dickinson Public School District,EARLY CHILDHOOD CENTER,3800038,3800038,35504500600000.0,380003800022,82.0,PK-PK,1.0,82,September Count,7654,1695,9348,627628,138990,766536,10726.77226,0,0,0,0,0,0,0
ND,2018-2019,45001,31601,Dickinson Public School District,Heart River Elementary School,3800038,3800038,35504500600000.0,380003800742,263.0,KG-05,2.0,263,September Count,10711.09,1043.33,11754.42,2817016.67,274395.79,3091412.46,13133.19226,1,0,1,0,0,0,0
ND,2018-2019,45001,46001,Dickinson Public School District,Jefferson Elementary School,3800038,3800038,35504500600000.0,380003800134,354.0,KG-05,2.0,354,September Count,9760.91,321.41,10082.31,3455362.14,113779.14,3569137.73999999,11461.08226,1,0,1,0,0,0,0
ND,2018-2019,45001,52821,Dickinson Public School District,Lincoln Elementary School,3800038,3800038,35504500600000.0,380003800135,357.0,KG-05,2.0,357,September Count,10337.44,321.41,10658.85,3690466.08,114743.37,3805209.45,12037.62226,1,0,1,0,0,0,0
ND,2018-2019,45001,71801,Dickinson Public School District,P S Berg Elementary School,3800038,3800038,35504500600000.0,380003800895,180.0,KG-05,2.0,180,September Count,12622.9,321.41,12944.3,2272122,57853.8,2329974,14323.07226,1,0,1,0,0,0,0
ND,2018-2019,45001,71731,Dickinson Public School District,Prairie Rose Elementary School,3800038,3800038,35504500600000.0,380003800869,440.0,KG-05,2.0,440,September Count,9685.74,859.53,10545.26,4261725.6,378193.2,4639914.4,11924.03226,1,0,1,0,0,0,0
ND,2018-2019,45001,75741,Dickinson Public School District,Roosevelt Elementary School,3800038,3800038,35504500600000.0,380003800137,287.0,KG-05,2.0,287,September Count,9834.14,905.41,10739.55,2822398.17999999,259852.669999999,3082250.84999999,12118.32226,1,0,1,0,0,0,0
ND,2018-2019,45001,18443,Dickinson Public School District,Southwest Community High School,3800038,3800038,35504500600000.0,380003800156,26.0,09-12,4.0,26,September Count,12914.12,321.41,13235.53,335767.12,8356.66,344123.78,14614.30226,1,0,1,0,0,0,0
ND,2018-2019,12001,18601,Divide County Public School District,Divide County Elementary School,3805160,3805160,35501280100000.0,380516000139,193.0,PK-06,2.0,191,September Count,13364.1,972.7,14336.8,2552543.1,185785.7,2738328.8,16351.37486,1,0,1,0,0,0,0
ND,2018-2019,12001,18663,Divide County Public School District,Divide County High School,3805160,3805160,35501280100000.0,380516000140,165.0,07-12,4.0,165,September Count,15123.96,0,15123.96,2495453.4,0,2495453.4,17138.53486,1,0,1,0,0,0,0
ND,2018-2019,25057,19253,Drake Public School District,Drake High School,3800029,3800029,35502501000000.0,380002900149,80.0,07-12,4.0,80,September Count,16037.05,209.47,16246.52,1282964,16757.6,1299721.6,20987.5,1,0,1,0,0,0,0
ND,2018-2019,34019,19281,Drayton Public School District,Drayton Elementary School,3805340,3805340,35503402200000.0,380534000150,149.0,PK-08,3.0,132,September Count,13459.53,846.55,14306.08,1776657.96,111744.599999999,1888402.56,17533.71391,1,0,1,0,0,0,0
ND,2018-2019,34019,19283,Drayton Public School District,Drayton High School,3805340,3805340,35503402200000.0,380534000151,35.0,09-12,4.0,35,September Count,13459.53,846.55,14306.08,471083.55,29629.25,500712.8,17533.71391,1,0,1,0,0,0,0
ND,2018-2019,40001,19681,Dunseith Public School District,Dunseith Elementary School,3805460,3805460,35504000500000.0,380546000155,273.0,PK-06,2.0,247,September Count,10710.03,3842.07,14552.1,2645377.41,948991.29,3594368.7,17084.44914,1,0,1,0,0,0,0
ND,2018-2019,40001,19663,Dunseith Public School District,Dunseith High School,3805460,3805460,35504000500000.0,380546000157,249.0,07-12,4.0,249,September Count,11787.58,2829.88,14617.45,2935107.42,704640.12,3639745.05,17149.79914,1,0,1,0,0,0,0
ND,2018-2019,27018,81061,Earl Public School District,Squaw Gap School,3805670,3805670,35502700700000.0,380567000826,0.0,KG-08,3.0,,September Count,0,0,0,,,,,1,0,1,0,0,1,1
